,CRN,**Notes,Course,Title,SH,Course Type,Instructor,Meeting Dates,Days,Time,Location,Categories,Seats,Limit,Enroll,*Campus,Subject,Prerequisites,Score
1067,15512,"3,29,30,105",MAT 120-81D,Calculus w/ Business Applictns,3,WEB,Maya Chhetri,09-DEC-2017 to 18-JAN-2018,,,,.GMT,5,90,85,D,math,,0
1068,10467,168,MAT 150-01,Precalculus I,3,LEC,Qi Zhang,08-JAN-2018 to 25-APR-2018,M W F,0800-0850,PETT 224,.GMT,0,50,50,M,math,,2
1069,10468,168,MAT 150-02,Precalculus I,3,LEC,S M Niroshani S. Seneviratne,08-JAN-2018 to 25-APR-2018,T R,0800-0915,PETT 136,.GMT,0,50,50,M,math,,2
1070,10469,168,MAT 150-03,Precalculus I,3,WLL,Qi Zhang,08-JAN-2018 to 25-APR-2018,T,0900-0950,GRAM 313,.GMT,7,50,43,M,math,,2
1071,10470,168,MAT 150-04,Precalculus I,3,WLL,Qi Zhang,08-JAN-2018 to 25-APR-2018,T,1000-1050,GRAM 313,.GMT,2,50,48,M,math,,2
1072,10471,"30,168",MAT 150-05,Precalculus I,3,WEB,Walker G. Weigel,08-JAN-2018 to 25-APR-2018,,,,.GMT,18,125,107,M,math,,2
1073,15921,168,MAT 150-06,Precalculus I,3,LEC,Debbie D. White,08-JAN-2018 to 25-APR-2018,T R,1530-1645,GRAM 204,.GMT,1,50,49,M,math,,2
1074,15513,"29,30,105",MAT 150-81D,Precalculus I,3,WEB,Tracey H. Howell,09-DEC-2017 to 18-JAN-2018,,,,.GMT,63,90,27,D,math,,2
1075,10472,"3,168",MAT 151-01,Precalculus II,3,LEC,Walker G. Weigel,08-JAN-2018 to 25-APR-2018,M W F,0800-0850,PETT 219,.GMT,11,50,39,M,math,['MAT150'],2
1076,10473,"3,168",MAT 151-02,Precalculus II,3,LEC,Debbie D. White,08-JAN-2018 to 25-APR-2018,T R,0800-0915,PETT 303,.GMT,11,50,39,M,math,['MAT150'],2
1077,10474,"3,168",MAT 151-03,Precalculus II,3,WLL,Tracey H. Howell,08-JAN-2018 to 25-APR-2018,R,0900-0950,GRAM 313,.GMT,0,50,50,M,math,['MAT150'],2
1078,13108,"3,168",MAT 151-04,Precalculus II,3,WLL,Tracey H. Howell,08-JAN-2018 to 25-APR-2018,R,1000-1050,GRAM 313,.GMT,0,50,50,M,math,['MAT150'],2
1079,14218,"3,168",MAT 151-05,Precalculus II,3,LEC,Walker G. Weigel,08-JAN-2018 to 25-APR-2018,T R,1100-1215,PETT 224,.GMT,1,50,49,M,math,['MAT150'],2
1080,13457,"1,3,168",MAT 190-01,Precalculus,3,LEL,Jonathan T. Rowell,08-JAN-2018 to 25-APR-2018,M W,1400-1515,CURY 237,.GMT,17,35,18,M,math,,0
1081,10475,"3,168",MAT 191-01,Calculus I,3,LEC,Dan Yasaki,08-JAN-2018 to 25-APR-2018,M W F,1400-1450,PETT 313,.GMT,-1,35,36,M,math,['MAT151'],2
1082,10476,"3,168",MAT 191-02,Calculus I,3,LEC,Brett A. Tangedal,08-JAN-2018 to 25-APR-2018,M W F,1100-1150,PETT 223,.GMT,2,35,33,M,math,['MAT151'],2
1083,10477,"3,168",MAT 191-03,Calculus I,3,LEC,Elliott Z. Hollifield,08-JAN-2018 to 25-APR-2018,T R,0930-1045,PETT 313,.GMT,8,35,27,M,math,['MAT151'],2
1084,13250,"3,168",MAT 191-04,Calculus I,3,LEC,Carol E. Seaman,08-JAN-2018 to 25-APR-2018,T R,1100-1215,PETT 313,.GMT,10,35,25,M,math,['MAT151'],2
1085,15850,"3,168",MAT 191-05,Calculus I,3,LEC,Carol E. Seaman,08-JAN-2018 to 25-APR-2018,T R,1400-1515,SULV 103,.GMT,5,35,30,M,math,['MAT151'],2
1086,10478,"3,168",MAT 253-01,Discrete Mathematical Structur,3,LEC,Dan Yasaki,08-JAN-2018 to 25-APR-2018,M W F,1000-1050,PETT 303,none,12,35,23,M,math,,0
1087,10479,"3,168",MAT 292-01,Calculus II,3,LEC,Igor Erovenko,08-JAN-2018 to 25-APR-2018,M W F,1000-1050,PETT 223,none,13,35,22,M,math,['MAT191'],2
1088,10480,"3,168",MAT 292-02,Calculus II,3,LEC,Jerry Vaughan,08-JAN-2018 to 25-APR-2018,M W F,1400-1450,STON 215,none,17,35,18,M,math,['MAT191'],2
1089,13109,"3,168",MAT 292-03,Calculus II,3,LEC,Talia Fernos,08-JAN-2018 to 25-APR-2018,T R,1100-1215,NMOR 329,none,1,35,34,M,math,['MAT191'],2
1090,13099,"3,168",MAT 292-04,Calculus II,3,LEC,Richard H. Fabiano,08-JAN-2018 to 25-APR-2018,T R,1530-1645,SULV 203,none,-1,35,36,M,math,['MAT191'],2
1091,10481,"3,168",MAT 293-01,Calculus III,3,LEC,Jonathan T. Rowell,08-JAN-2018 to 25-APR-2018,M W F,0900-0950,PETT 150,none,10,35,25,M,math,['MAT292'],1
1092,12490,"3,168",MAT 293-02,Calculus III,3,LEC,Filip Saidak,08-JAN-2018 to 25-APR-2018,T R,1400-1515,SULV 203,none,-4,35,39,M,math,['MAT292'],1
1093,10482,"3,168",MAT 310-01,Elementary Linear Algebra,3,LEC,Igor Erovenko,08-JAN-2018 to 25-APR-2018,M W F,1100-1150,PETT 219,none,2,25,23,M,math,['MAT292'],1
1094,15849,"3,168",MAT 310-02,Elementary Linear Algebra,3,LEC,Clifford D. Smyth,08-JAN-2018 to 25-APR-2018,T R,1530-1645,PETT 217,none,0,25,25,M,math,['MAT292'],1
1095,16689,"3,168",MAT 320-01,Introduction to Topology,3,LEC,Talia Fernos,08-JAN-2018 to 25-APR-2018,T R,1400-1515,NMOR 328,none,16,25,9,M,math,,0
1096,10483,"3,168",MAT 390-01,Ordinary Differential Equatns,3,LEC,Yi Zhang,08-JAN-2018 to 25-APR-2018,T R,1100-1215,PETT 227,none,7,25,18,M,math,['MAT292'],1
1097,10484,"3,168",MAT 394-01,Calculus IV,3,LEC,Jerry Vaughan,08-JAN-2018 to 25-APR-2018,M W F,1100-1150,PETT 007,none,7,25,18,M,math,,0
1098,10485,"3,168",MAT 395-01,Intro to Mathematical Analysis,3,LEC,Brett A. Tangedal,08-JAN-2018 to 25-APR-2018,M W F,1300-1350,PETT 227,none,2,25,23,M,math,,0
1099,14227,"3,19,168,374",MAT 465-01,Studnt Tch/Sem:Secondary Math,12,STT,Tracey H. Howell,08-JAN-2018 to 25-APR-2018,R,1700-1900,,none,3,5,2,M,math,,0
1100,16577,"3,168",MAT 522-01,Intro Functional Analysis,3,LEC,Richard H. Fabiano,08-JAN-2018 to 25-APR-2018,T R,0930-1045,NMOR 331,none,4,15,11,M,math,,0
1101,16912,"3,9,168",MAT 523-01,Numerical Methods,3,LEC,Thomas L. Lewis,08-JAN-2018 to 25-APR-2018,M W F,1000-1050,PETT 007,none,3,10,7,M,math,,0
1102,15790,"3,168",MAT 545-01,Differntl Equa Orthogonal Syst,3,LEC,Mauricio A. Rivas,08-JAN-2018 to 25-APR-2018,M W F,1200-1250,SULV 203,none,3,15,12,M,math,,0
1103,15362,"3,10,168",MAT 586-01,Financial Math for Actuaries,3,LEC,Haimeng Zhang,08-JAN-2018 to 25-APR-2018,T R,1100-1215,PETT 007,none,6,15,9,M,math,,0
1104,13458,"3,168",MAT 596-01,Mathematical Analysis,3,LEC,Maya Chhetri,08-JAN-2018 to 25-APR-2018,T R,1230-1345,PETT 007,none,7,15,8,M,math,,0
1105,14228,3,MAT 602-01,Seminar in Math Software,3,SEM,Maya Chhetri,08-JAN-2018 to 25-APR-2018,M,1500-1550,PETT 217,none,13,15,2,M,math,,0
1106,17314,"1,8",MAT 687-01,Project in Mathematics,3,IND,Ratnasingham Shivaji,08-JAN-2018 to 25-APR-2018,,,,none,0,1,1,M,math,,0
1107,17329,"1,8",MAT 687-02,Project in Mathematics,3,IND,Dan Yasaki,08-JAN-2018 to 25-APR-2018,,,,none,0,1,1,M,math,,0
1108,17524,"1,8",MAT 687-03,Project in Mathematics,3,IND,Thomas L. Lewis,08-JAN-2018 to 25-APR-2018,,,,none,0,2,2,M,math,,0
1109,17265,159,MAT 699-01,Thesis,1,DTS,Gregory C. Bell,08-JAN-2018 to 25-APR-2018,,,,none,0,1,1,M,math,,0
1110,17472,3,MAT 701-01,Sel Topics Computational Math,3,SEM,Sebastian G. Pauli,08-JAN-2018 to 25-APR-2018,,,,none,3,5,2,M,math,,0
1111,17144,3,MAT 709-01,Topics in Computational Math,3,LEC,Filip Saidak,08-JAN-2018 to 25-APR-2018,T R,1100-1215,PETT 217,none,3,10,7,M,math,,0
1112,16900,3,MAT 726-01,Finite Element Methods,3,LEC,Yi Zhang,08-JAN-2018 to 25-APR-2018,T R,1530-1645,SULV 103,none,5,10,5,M,math,,0
1113,15363,3,MAT 728-01,Linear Algebra Matrix Theory,3,LEC,Thomas L. Lewis,08-JAN-2018 to 25-APR-2018,M W F,1400-1450,SULV 203,none,3,10,7,M,math,,0
1114,16742,3,MAT 746-01,Functional Analysis,3,LEC,Mauricio A. Rivas,08-JAN-2018 to 25-APR-2018,M W F,0900-0950,PETT 303,none,6,10,4,M,math,,0
1115,16749,3,MAT 747-01,Computational Topology,3,LEC,Yu-Min Chung,08-JAN-2018 to 25-APR-2018,T R,1400-1515,NMOR 331,none,7,10,3,M,math,,0
1116,17487,,MAT 790-01,Directed Doctoral Research,1,IND,Ratnasingham Shivaji,08-JAN-2018 to 25-APR-2018,,,,none,0,1,1,M,math,,0
1117,17488,,MAT 790-02,Directed Doctoral Research,1,IND,Ratnasingham Shivaji,08-JAN-2018 to 25-APR-2018,,,,none,0,1,1,M,math,,0
1118,17489,,MAT 790-03,Directed Doctoral Research,1,IND,Maya Chhetri,08-JAN-2018 to 25-APR-2018,,,,none,0,1,1,M,math,,0
1119,17510,,MAT 790-04,Directed Doctoral Research,1,IND,Xiaoli Gao,08-JAN-2018 to 25-APR-2018,,,,none,0,1,1,M,math,,0
1120,17338,,MAT 802-01,Dissertation Extension,1,DTS,Haimeng Zhang,08-JAN-2018 to 25-APR-2018,,,,none,0,1,1,M,math,,0
1121,17483,,MAT 802-02,Dissertation Extension,1,DTS,Clifford D. Smyth,08-JAN-2018 to 25-APR-2018,,,,none,0,1,1,M,math,,0
1122,10519,30,PHI 111-01,Introduction to Philosophy,3,WEB,Frances Bottenberg,08-JAN-2018 to 25-APR-2018,,,,.GPR,0,59,59,M,philosophy,,1
1123,17347,"29,30,141",PHI 111-01D,Introduction to Philosophy,3,WEB,Frances Bottenberg,08-JAN-2018 to 25-APR-2018,,,,.GPR,-1,0,1,D,philosophy,,1
1124,10520,,PHI 111-02,Introduction to Philosophy,3,LEC,Frances Bottenberg,08-JAN-2018 to 25-APR-2018,T R,1100-1215,GRAM 308,.GPR,0,60,60,M,philosophy,,1
1125,11451,,PHI 111-03,Introduction to Philosophy,3,LEC,Gary Rosenkrantz,08-JAN-2018 to 25-APR-2018,T R,1530-1645,GRAM 302,.GPR,2,65,63,M,philosophy,,1
1126,10536,30,PHI 111-04,Introduction to Philosophy,3,WEB,Janine C. Jones,08-JAN-2018 to 25-APR-2018,,,,.GPR.WI,0,25,25,M,philosophy,,2
1127,10537,30,PHI 111-05,Introduction to Philosophy,3,WEB,Janine C. Jones,08-JAN-2018 to 25-APR-2018,,,,.GPR.WI,0,24,24,M,philosophy,,2
1128,17222,"29,30,141",PHI 111-05D,Introduction to Philosophy,3,WEB,Janine C. Jones,08-JAN-2018 to 25-APR-2018,,,,.GPR.WI,-1,0,1,D,philosophy,,2
1129,10521,,PHI 115-01,Practical Reasoning,3,LEC,Frances Bottenberg,08-JAN-2018 to 25-APR-2018,T R,1230-1345,GRAM 302,.GRD,1,60,59,M,philosophy,,0
1130,10538,,PHI 115-02,Practical Reasoning,3,LEC,Adam M. Rosenfeld,08-JAN-2018 to 25-APR-2018,M W F,1400-1450,SOEB 206,.GRD,14,50,36,M,philosophy,,0
1131,10529,30,PHI 121-01,Contemporary Moral Problems,3,WEB,Richard L. Gallimore,08-JAN-2018 to 25-APR-2018,,,,.GPR,-3,58,61,M,philosophy,,1
1132,13775,"29,30,141",PHI 121-01D,Contemporary Moral Problems,3,WEB,Richard L. Gallimore,08-JAN-2018 to 25-APR-2018,,,,.GPR,-7,0,7,D,philosophy,,1
1133,11431,30,PHI 121-02,Contemporary Moral Problems,3,WEB,Richard L. Gallimore,08-JAN-2018 to 25-APR-2018,,,,.GPR,-1,60,61,M,philosophy,,1
1134,10541,30,PHI 121-03,Contemporary Moral Problems,3,WEB,Richard L. Gallimore,08-JAN-2018 to 25-APR-2018,,,,.GPR,2,60,58,M,philosophy,,1
1135,11432,30,PHI 121-04,Contemporary Moral Problems,3,WEB,Michael Zimmerman,08-JAN-2018 to 25-APR-2018,,,,.GPR,4,59,55,M,philosophy,,1
1136,17382,"29,30,141",PHI 121-04D,Contemporary Moral Problems,3,WEB,Michael Zimmerman,08-JAN-2018 to 25-APR-2018,,,,.GPR,0,7,7,D,philosophy,,1
1137,12999,,PHI 121-05,Contemporary Moral Problems,3,LEC,Michael Zimmerman,08-JAN-2018 to 25-APR-2018,T R,1100-1215,PETT 150,.GPR,3,60,57,M,philosophy,,1
1138,17233,,PHI 121-06,Contemporary Moral Problems,3,LEC,Gaetano E. Milazzo,08-JAN-2018 to 25-APR-2018,T R,1700-1815,GRAM 106,.GPR,48,65,17,M,philosophy,,1
1139,17230,,PHI 121-07,Contemporary Moral Problems,3,LEC,Gaetano E. Milazzo,08-JAN-2018 to 25-APR-2018,T R,1530-1645,GRAM 106,.GPR,20,65,45,M,philosophy,,1
1140,13681,"29,30,105",PHI 121-81D,Contemporary Moral Problems,3,WEB,Gary Rosenkrantz,09-DEC-2017 to 18-JAN-2018,,,,.GPR,6,65,59,D,philosophy,,1
1141,10527,,PHI 220-01,Medical Ethics,3,LEC,Heather J. Gert,08-JAN-2018 to 25-APR-2018,T R,0930-1045,GRAM 204,.GPR,3,60,57,M,philosophy,,1
1142,10528,,PHI 220-02,Medical Ethics,3,LEC,Heather J. Gert,08-JAN-2018 to 25-APR-2018,T R,1100-1215,GRAM 204,.GPR,4,60,56,M,philosophy,,1
1143,14315,,PHI 222-02,Ethics in the Computer Age,3,LEC,Joseph W. Cole,08-JAN-2018 to 25-APR-2018,T R,0930-1045,SOEB 206,.GPR,-1,40,41,M,philosophy,,3
1144,14314,,PHI 222-03,Ethics in the Computer Age,3,LEC,Joseph W. Cole,08-JAN-2018 to 25-APR-2018,T R,1100-1215,SOEB 206,.GPR,0,40,40,M,philosophy,,3
1145,10533,,PHI 252-01,History Modern Philosophy,3,LEC,Adam M. Rosenfeld,08-JAN-2018 to 25-APR-2018,T R,1530-1645,FERG 325,.GHP.GL.GMO,6,50,44,M,philosophy,,3
1146,10534,30,PHI 252-02,History Modern Philosophy,3,WEB,Adam M. Rosenfeld,08-JAN-2018 to 25-APR-2018,,,,.GHP.GL.GMO,0,33,33,M,philosophy,,3
1147,12442,"26,30,141",PHI 252-02D,History Modern Philosophy,3,WEB,Adam M. Rosenfeld,08-JAN-2018 to 25-APR-2018,,,,.GHP.GL.GMO,-15,0,15,D,philosophy,,3
1148,13439,30,PHI 301-01,Phil of Art and Aesthetics,3,WEB,Janine C. Jones,08-JAN-2018 to 25-APR-2018,,,,.WI,0,24,24,M,philosophy,,1
1149,17246,"29,30,141",PHI 301-01D,Tpcs:Phil of Art and Aesthetic,3,WEB,Janine C. Jones,08-JAN-2018 to 25-APR-2018,,,,.WI,-2,0,2,D,philosophy,,1
1150,16195,3,PHI 319-01,"Knowledge, Truth, and Belief",3,LEC,Richard L. Gallimore,08-JAN-2018 to 25-APR-2018,T R,1400-1515,CURY 303,none,17,28,11,M,philosophy,,0
1151,17261,"3,29,30,141",PHI 319-01D,"Knowledge, Truth, and Belief",3,WEB,Richard L. Gallimore,08-JAN-2018 to 25-APR-2018,,,,none,-10,0,10,D,philosophy,,0
1152,16804,,PHI 321-01,Ethical Theory,3,LEC,Michael Zimmerman,08-JAN-2018 to 25-APR-2018,T R,0930-1045,NMOR 328,.WI,13,30,17,M,philosophy,,1
1153,14067,,PHI 331-01,Soc and Political Philosophy,3,LEC,Michael B. Matteson,08-JAN-2018 to 25-APR-2018,T,1530-1800,SOEB 224,.GPR,8,26,18,M,philosophy,,1
1154,14447,"29,30,141",PHI 331-01D,Soc and Political Philosophy,3,WEB,Michael B. Matteson,08-JAN-2018 to 25-APR-2018,,,,.GPR,-13,0,13,D,philosophy,,1
1155,14065,30,PHI 359-01,Philosophy of Religion,3,WEB,Gary Rosenkrantz,08-JAN-2018 to 25-APR-2018,,,,.GPR,2,36,34,M,philosophy,,1
1156,14468,"29,30,141",PHI 359-01D,Philosophy of Religion,3,WEB,Gary Rosenkrantz,08-JAN-2018 to 25-APR-2018,,,,.GPR,-4,0,4,D,philosophy,,1
1157,16963,"29,30",PHI 361-01D,Ethical Issues in Business,3,WEB,Wade M. Maki,08-JAN-2018 to 25-APR-2018,,,,.GN.GPR.SUS,-2,30,32,D,philosophy,,2
1158,16964,"29,30,141",PHI 361-02D,Ethical Issues in Business,3,WEB,Wade M. Maki,08-JAN-2018 to 25-APR-2018,,,,.GN.GPR.SUS,-2,30,32,D,philosophy,,2
1159,12585,30,PHI 361-03,Ethical Issues in Business,3,WEB,Michael B. Matteson,08-JAN-2018 to 25-APR-2018,,,,.GN.GPR.SUS,1,59,58,M,philosophy,,2
1160,10525,30,PHI 361-04,Ethical Issues in Business,3,WEB,Michael B. Matteson,08-JAN-2018 to 25-APR-2018,,,,.GN.GPR.SUS,0,59,59,M,philosophy,,2
1161,10526,30,PHI 361-05,Ethical Issues in Business,3,WEB,Michael B. Matteson,08-JAN-2018 to 25-APR-2018,,,,.GN.GPR.SUS,0,57,57,M,philosophy,,2
1162,14374,"29,30,141",PHI 361-05D,Ethical Issues in Business,3,WEB,Michael B. Matteson,08-JAN-2018 to 25-APR-2018,,,,.GN.GPR.SUS,-5,0,5,D,philosophy,,2
1163,13612,,PHI 361-06,Ethical Issues in Business,3,LEC,Michael B. Matteson,08-JAN-2018 to 25-APR-2018,T R,1400-1515,SOEB 222,.GN.GPR.SUS,0,60,60,M,philosophy,,2
1164,16374,30,PHI 361-07,Ethical Issues in Business,3,WEB,Christopher M. Metivier,08-JAN-2018 to 25-APR-2018,,,,.GN.GPR.SUS,-1,59,60,M,philosophy,,2
1165,17316,"29,30,141",PHI 361-07D,Ethical Issues in Business,3,WEB,Christopher M. Metivier,08-JAN-2018 to 25-APR-2018,,,,.GN.GPR.SUS,-1,0,1,D,philosophy,,2
1166,14066,30,PHI 361-08,Ethical Issues in Business,3,WEB,Joseph W. Cole,08-JAN-2018 to 25-APR-2018,,,,.GN.GPR.IGS.SUS,1,56,55,M,philosophy,,2
1167,15804,"29,30,141",PHI 361-08D,Ethical Issues in Business,3,WEB,Joseph W. Cole,08-JAN-2018 to 25-APR-2018,,,,.GN.GPR.IGS.SUS,-5,0,5,D,philosophy,,2
1168,16376,30,PHI 361-09,Ethical Issues in Business,3,WEB,Joseph W. Cole,08-JAN-2018 to 25-APR-2018,,,,.GN.GPR.SUS,0,57,57,M,philosophy,,2
1169,17327,"29,30,141",PHI 361-09D,Ethical Issues in Business,3,WEB,Joseph W. Cole,08-JAN-2018 to 25-APR-2018,,,,.GN.GPR.SUS,-3,0,3,D,philosophy,,2
1170,12747,"29,30,105",PHI 361-81D,Ethical Issues in Business,3,WEB,Wade M. Maki,09-DEC-2017 to 18-JAN-2018,,,,.GN.GPR.SUS,0,60,60,D,philosophy,,2
1171,16966,"29,30,105",PHI 361-82D,Ethical Issues in Business,3,WEB,Michael B. Matteson,09-DEC-2017 to 18-JAN-2018,,,,.GN.GPR.SUS,3,60,57,D,philosophy,,2
1172,16197,,PHI 363-01,Environmental Ethics,3,LEC,Adam M. Rosenfeld,08-JAN-2018 to 25-APR-2018,M W,1530-1645,CURY 309,.ENV.SUS,0,40,40,M,philosophy,,0
1173,11725,"1,3,159",PHI 402-01,Independent Study,1,IND,Frances Bottenberg,08-JAN-2018 to 25-APR-2018,M W,1400-1515,,none,0,1,1,M,philosophy,,0
1174,10539,"3,10",PHI 494-01,Senior Capstone: Phil of Mind,3,LEC,Frances Bottenberg,08-JAN-2018 to 25-APR-2018,M W,1530-1645,CURY 247,.SI.WI,10,19,9,M,philosophy,,2
1175,14448,"3,10,29,30,141",PHI 494-01D,Senior Capstone Course,3,WEB,Frances Bottenberg,08-JAN-2018 to 25-APR-2018,,,,.SI.WI,-6,0,6,D,philosophy,,2
1176,10540,13,PHI 620-01,Ethics and Genetics,3,LEC,Heather J. Gert,08-JAN-2018 to 25-APR-2018,R,1300-1550,CURY 212,none,17,25,8,M,philosophy,,0
